Статус,Регистрационен №,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Връзка към сайт библиотеки,Телефон,Факс,E-mail,Председател,Секретар
Действащо,1258,"""Искра-1954""",БЛАГОЕВГРАД,,СЕЛО МИХНЕВО,п.к.2862,000015575,http://bibliobg.com/index.php?act=community&do=detail&hash=982f0c35229dadc2c282927645e5460461d8a7a2,0879088510,-,bg.iskra1954@abv.bg,Стоян Николов Рагев,Таня Георгиева Любенова
Действащо,1256,"""Иларион Драгостинов -1897""",ВЕЛИКО ТЪРНОВО,,СЕЛО АРБАНАСИ,"""Константин,Русевич"",2,,п.к.5029",104700467,http://bibliobg.com/index.php?act=community&do=detail&hash=d40d1c67878a07db8c5ac09349e07a2da06cb374,"062, 628343, 0888905757",-,idragostinov@mail.bg,Стефан Антонов Василев,Кинка Кирилова
Действащо,1255,"""Св.Св.Кирил и Методий 1914""",СЛИВЕН,,ГРАД ТВЪРДИЦА,"пл.""Свобода"",8,,п.к.8890",000583040,http://bibliobg.com/index.php?act=community&do=detail&hash=34ff7808e0472d65f94da9eb62d26724a0537eae,"0454, 42880, 0878966260, 0878990351",0454/42880,ic_tvarditsa2004@abv.bg,Пламен Пенчев Курумилев,Нели Неделчева Денева
Действащо,1252,"""Христо Ботев 1928""",ПЛЕВЕН,,СЕЛО ЕВЛОГИЕВО,"""Георги,Димитров"",58,п.к.,5965",114091000,http://bibliobg.com/index.php?act=community&do=detail&hash=e6cf9c7c4112cf719d9436cb22e816a7b0a80863,,-,chit_evlogievo@abv.bg,Венера Георгиева Станчева,Марияна Димитрова Русева
Действащо,1257,"""Градина - Върбица 1894""",ВЕЛИКО ТЪРНОВО,,СЕЛО ВЪРБИЦА,"""Божур"",9,,п.к.5128,",104063351,http://bibliobg.com/index.php?act=community&do=detail&hash=5ab7fc21c8fcc12ce6722ee7ee56385742b75902,0894471475,-,gradinavarbica1894@abv.bg,Ганка Ганчева Йорданова,Анелия Хрисотва Димитрова
Действащо,1253,"""Пробуда-1896 г.""",ВАРНА,,ГРАД СУВОРОВО,"бул.""Възраждане"",1,,п.к.9170",000085342,http://bibliobg.com/index.php?act=community&do=detail&hash=3f954563e6e1fb31e7ed4c7548d13fcefeb9a6d9,0898581854,,"probuda1896@abv.bg, s_eneva@abv.bg",Светлана Стойкова Енева,Божидар Маринов Ников
Действащо,1254,"""Светлина-1901г.""",РАЗГРАД,,СЕЛО ГРАДИНА,"""Георги,Бенковски"",14,,п.к.7239",000499681,http://bibliobg.com/index.php?act=community&do=detail&hash=541fc33ca52c6470dd8d419c4b614d6169482a1d,0887900672,,nch_gradina@abv.bg,Весиле Касим Муса,Бахтюгюл Исмет Юзеир
Действащо,1251,"""Светлина-1904""",СТАРА ЗАГОРА,,СЕЛО ДУНАВЦИ,"""Явор"",1,,п.к.,6145",000806073,http://bibliobg.com/index.php?act=community&do=detail&hash=865aa9e8e640ca61b6955dafff391a1215527035,0884543036,,svetlina.1904@abv.bg,Виктория Иванова Аврамова,Дарина Георгиева  Илиева
Действащо,1246,"""Възпитател-Кесарево-1895""",ВЕЛИКО ТЪРНОВО,,СЕЛО КЕСАРЕВО,"""П.Топалов-Шмид"",4,,п.к.5161",104065007,http://bibliobg.com/index.php?act=community&do=detail&hash=fa2f066c6e51ad7bd07ff6fdb1cf98f2f38522a5,0898380143,-,ncvazpitatel@abv.bg,Костадинка Георгиева Савова,Соня Маринова Николова
Действащо,1249,"""Просвета -1920""",КЮСТЕНДИЛ,,СЕЛО СЛАТИНО,"""Божур"",33,,п.к.2642",000253263,http://bibliobg.com/index.php?act=community&do=detail&hash=ae18db7380972d319b5ffbeac43d2703bf3226a5,0893426146,-,prosveta1920@abv.bg,Даниела Ицкова Ангелова,-
Действащо,1248,"""Развитие 1910""",КЮСТЕНДИЛ,,СЕЛО КРАЙНИЦИ,"""Трети,гвардейски,полк"",п.к.2633",000253904,http://bibliobg.com/index.php?act=community&do=detail&hash=383c469f62387e214200b709f2e311b6e7926f83,"0899475661, 0899849277",-,ncrazvitie1910@gmail.com,Спас Георгиев Ильов,Кристина Косовска
Действащо,1250,"""Развитие-1870""",ГАБРОВО,,ГРАД СЕВЛИЕВО,"""Стефан,Пешев"",20,,п.к.5400",000210486,http://bibliobg.com/index.php?act=community&do=detail&hash=0104773af001f6e36b1bceabd2dbeb7db0514702,"0675, 3, 39, 38",-,chitalishte_razvitie@abv.bg,Данаил Лалев Петков,Нели Тончева Тотева-Георгиева
Действащо,1245,"""Просвета -1927-с. Аспарухово""",ПЛЕВЕН,,СЕЛО АСПАРУХОВО,"""Васил,Левски"",11а,п.к.,5914",000403994,http://bibliobg.com/index.php?act=community&do=detail&hash=aa4eec7f6532fb6462f708ef12d26423ab487c53,0878658785,-,prosveta_27@abv.bg,Цветанка Савева Минчева,Здравка Ангелова Кънчева
Действащо,1247,"""Пробуда 1926 г.""",КЮСТЕНДИЛ,,СЕЛО ДЖЕРМАН,"""Коста,Петров"",44,,п.к.,2648",000253637,http://bibliobg.com/index.php?act=community&do=detail&hash=b7b28927fa233e69c5c1893ecdb7d91539cd3ed0,0898622038,-,veronikamineva@abv.bg,Гергана Здравкова Иванова,Вероника Минева
Действащо,1322,"""Отец Паисий 1927""",РАЗГРАД,,СЕЛО ОСТРОВО,"""Хемус""43",000500071,http://bibliobg.com/index.php?act=community&do=detail&hash=7f5f54061c9ea6b2e8d31a87433cc85726fefc4f,0897089478,,citaliste_ostrovo@abv.bg,Несин Али Хавенгели,Атче Кърмъзъ
Действащо,1323,"""Димитър Камбуров-1951""",ТЪРГОВИЩЕ,,СЕЛО ДЛЪЖКА ПОЛЯНА,"""Г.,Заимов"",28,п.к.7997",000868413,http://bibliobg.com/index.php?act=community&do=detail&hash=b620ea2b75d0d814b340603bfac3e666b4705f69,"0886, 244, 330",-,chitalichte_dlpolqna@abv.bg,Николинка Алексиева Нииколова,Маргарита Димитрова Миланова
Действащо,1324,"""Заря -1900""",ВЕЛИКО ТЪРНОВО,,СЕЛО СТРЕЛЕЦ,"""Васил,Левски"",1,,п.к.5133",104071768,http://bibliobg.com/index.php?act=community&do=detail&hash=7c5f5ee024a9c3f00935a7c1521c70a6f429fa63,0878987184,-,nch_zaria_1900_strelec@abv.bg,Румен Христов Христов,Марияна Йорданова Сергева
Действащо,1318,"""Никола Йонков Вапцаров-1922""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"бул.,""Цар,Борис,III"",132,,р-н,""Овча,купел"",п.к.1618",000671519,http://bibliobg.com/index.php?act=community&do=detail&hash=a8d2db44045327a008221436e9a7e5a93bb77a93,"02, 855, 20, 48",,vaptzarov_n@abv.bg,Юлия Луканова Гюрова,Кирилка Иванова Спасова
Действащо,1321,"""Христо Ботев -1959""",ПЛЕВЕН,,ГРАД ПЛЕВЕН,"бул.,""Русе"",6А,,п.к.5800",000403909,http://bibliobg.com/index.php?act=community&do=detail&hash=af740b66790b5c27f3957cf5279e9581e59eca28,"064, 836, 462, 0879013720",-,botev_1959@abv.bg,Мария Колева Венкова,Соня Аспарухова Тодорова
Действащо,1319,"""Алеко Константинов-1907""",ПЛОВДИВ,,СЕЛО МАРКОВО,"""Захари,Стоянов"",63,п.к.4108",000457561,http://bibliobg.com/index.php?act=community&do=detail&hash=cf490a05ee42302dc1dfe2c2d337b2c3f7679219,"03112, 20, 55",-,chitalishte1907-markovo@abv.bg,Таня Георгиева Аврамова,Антоанета Гълъбова Стоянова
Действащо,1320,"""Извор -1959""",ПЛЕВЕН,,ГРАД ПЛЕВЕН,"""Стефан,Караджа"",20,,п.к.,5800",114088997,http://bibliobg.com/index.php?act=community&do=detail&hash=9a65d967c46ec8dd2a260862a632e258407b085d,"064, 824, 259, 0876090722",-,cit_izvor@mail.bg,Георги Димитров Русев,Наталия Илиева Минкова
Действащо,1317,"""Пробуда-1990""",ПЛЕВЕН,,ГРАД ПЛЕВЕН,"ж.к.,""Дружба"",срещу,бл.,113,п.к.,5906",114090521,http://bibliobg.com/index.php?act=community&do=detail&hash=a113b930f9161163cb7cf62f6181fdd502ef25c5,0877782141,-,probuda_1990@abv.bg,Даниела Недкова Заркова,Анка Кирилова Ангелова
Действащо,1316,"""Лик-1959""",ПЛЕВЕН,,ГРАД ПЛЕВЕН,"""П.,Р.,Славейков"",23,п.к.,5800",000403923,http://bibliobg.com/index.php?act=community&do=detail&hash=6ec96947f54430c86ef1aa1a36708de33100c805,"064, 823, 713, 848, 163","064/848, 163",lik@mbox.digsys.bg,Николай Юриев Пелишатски,Катя Николаева Божикова
Действащо,1312,"""Ракитин -1969""",ПЛЕВЕН,,ГРАД ПЛЕВЕН,"ж.к.,""Сторгозия"",80,,п.к.,5802",000403859,http://bibliobg.com/index.php?act=community&do=detail&hash=a94a0ad0adbb482e001c4c07e1799eaee5f8ebd9,"064, 680, 028, 0898574222","064, 680, 028",rakitin_pleven@mail.bg,Чавдар Христов Луканов,Валентина Атанасова Тодорова
Действащо,1315,"""Пробуда -1927 с. Буковлък""",ПЛЕВЕН,,СЕЛО БУКОВЛЪК,"""Патриарх,Евтимий"",4,п.к.,5839",114093001,http://bibliobg.com/index.php?act=community&do=detail&hash=97507132d1a48be3ed878e0ca719d6e6604b3a27,0882997956,-,probuda_1927_bukovlyk@abv.bg,Наталия Иванова Захариева,Любомир Кръстев Коцев
Действащо,1311,"""Петко Рачев Славейков 1925""",РАЗГРАД,,СЕЛО ВЕСЕЛЕЦ,"""Пейо,Яворов"",1,,п.к.7327",000499592,http://bibliobg.com/index.php?act=community&do=detail&hash=391f5ca94790e552a56a553a4fc4575c4b1076d0,0896045937,-,biblio_veselec@abv.bg,Веселина Иванова Ангелова,Емел Мухарем Селим
Действащо,1310,"""Просвета -1924""",ПЛЕВЕН,,СЕЛО ЛЮБЕНОВО,"""Любен,Дочев"",43,п.к.,5955",114089056,http://bibliobg.com/index.php?act=community&do=detail&hash=4f77846f78c99aeeeb0b3d7509679eaeb94b7207,0878728553,-,prosveta_lubenovo@abv.bg,Цветан Тодоров Христов,Величка Кирилова Георгиева
Действащо,1308,"""Вичо Иванов -1929""",ВАРНА,,СЕЛО ПЕТРОВ ДОЛ,п.к.9225,000084322,http://bibliobg.com/index.php?act=community&do=detail&hash=54d64e1f7ece7033f380a617f04df4d4586b66ab,0888263159,-,ch_vicho_ivanov@abv.bg,Младен Желязков Тодоров,Силвия Иванова Камбурова
Действащо,1309,"""Извор -1910""",ВАРНА,,СЕЛО СНЕЖИНА,п.к.9244,000084450,http://bibliobg.com/index.php?act=community&do=detail&hash=9f243136c6cefc840a3f1b3f2a72bcb918bb12ed,0878408369,-,chitizvor1910s@abv.bg,Рафаил Ангелов Асенов,Илхан Сюлейман Сюлейман
Действащо,1305,"""Васил Левски - 1927""",ВАРНА,,СЕЛО ВОДИЦА,"""Първа"",50,,п.к.9141",000084354,http://bibliobg.com/index.php?act=community&do=detail&hash=a956762a220b6e0484b6cc6e76b99cb8020e7151,"0877, 392, 115",-,vasillevski_vodica@abv.bg,Митко Стоянов Керанов,Димитричка Атанасова Атанасова
Действащо,1306,"""Заря -1957""",ХАСКОВО,,СЕЛО МИНЕРАЛНИ БАНИ,"""Липа"",2,,п.к.,6343",000893950,http://bibliobg.com/index.php?act=community&do=detail&hash=07e8234a6e48e3c4550c5521869b2b1a28c6a52f,"0888672476, 0877827703",-,biblioteka_min_bani@abv.bg,Абена Пткова Недялкова,Дина Димитрова Николова
Действащо,1307,"""Зора -1912""",ВАРНА,,СЕЛО ЧЕРНЕВО,"""Победа"",1,,п.к.9174",000085189,http://bibliobg.com/index.php?act=community&do=detail&hash=e665724b42bdbaddac593ce247b8af7e66337561,"05153, 7511, 0893368321",,zora_chernevo@abv.bg,Галина Янчева Димитрова,Тодорка Костова Монева
Действащо,1304,"""Любен Каравелов-1908 г.""",ВАРНА,,СЕЛО ГОРЕН ЧИФЛИК,"""Орлов,камък"",1,,п.к.9100",000084532,http://bibliobg.com/index.php?act=community&do=detail&hash=6d10b169a855715f5341c07d633ac24b731ae2bd,"0893, 313442",-,n_karavelov@abv.bg,Златка Николова Иванова,Надя Иванова Петрова
Действащо,1313,"""Отец Паисий -1928""",СОФИЯ,,СЕЛО МУСАЧЕВО,"пл.""Възраждане"",2,,п.к.2139",000761532,http://bibliobg.com/index.php?act=community&do=detail&hash=2a450197faa1a5dd1354536c2bb4c54d2f816f37,"0725, 66924",-,lib_otecpaisii1928@abv.bg,Радослава Димитрова Павлова,Цветелина Стефчова Благойчева
Действащо,1303,"""Звезда -1918""",СТАРА ЗАГОРА,,СЕЛО ХАДЖИДИМИТРОВО,"""Българка"",15,,п.к.,6141",000804962,http://bibliobg.com/index.php?act=community&do=detail&hash=974b2e8c07d8e8280f8211fecbcd012d61250d7f,0884543031,-,albena_arnaydova@abv.bg,Севдие Мехмед Али,Албена Лилянова Арнаудова
Действащо,1302,"""Христо Ботев-1884""",СОФИЯ,,ГРАД БОТЕВГРАД,"пл.""Освобождение"",12,,п.к.2140",000760779,http://bibliobg.com/index.php?act=community&do=detail&hash=671a5066af71bd509061dc1d94b4b685b1f8a6bd,"0723, 66196, 66198","0723/66, 198",botchitalichte@abv.bg,Боряна Иванова Нешкова-Маринова,Деспина Радославова Георгиева
Действащо,1301,"""Просвета -1928""",БЛАГОЕВГРАД,,СЕЛО ГАБРЕНЕ,"""Родина"",18,,п.к.,2898",000015290,http://bibliobg.com/index.php?act=community&do=detail&hash=10cccd5dd378ecb113c76e92289d94e4fc6598dd,0899823231,-,snejanageorgieva57@abv.bg,Лидия Александрова Самарджиева,Снежана Герасимова Георгиева
Действащо,1299,"""Съзнание 1924""",ШУМЕН,,СЕЛО ИВАНОВО,"""Чавдар"",1,,п.к.9865",000923781,http://bibliobg.com/index.php?act=community&do=detail&hash=931be52a1b9a0a4706cb25392c7396ff33d06966,0886866302,-,siznanie_ivanovo1924@abv.bg,Иван Добрев Стефанов,Мюжген Шабан Билял
Действащо,1300,"""Владайско читалище ""Светлина-1906""",СОФИЯ-ГРАД,,СЕЛО ВЛАДАЯ,"""Войнишко,въстание"",59,,район,""Витоша,,п.к.1641",000672076,http://bibliobg.com/index.php?act=community&do=detail&hash=efdf66151d104518d0b6e8f9fedf69e152abacf7,"02, 999, 10, 02, 0884956679","02/, 999, 10, 02",svetlinavl@abv.bg,Борислав Христов Стойчев,Силвия Николова Здравкова
Действащо,1298,"""Христо Ботев 1928-Санадиново""",ПЛЕВЕН,,СЕЛО САНАДИНОВО,"пл.,""Свобода"",7,,п.к.,5949",114091484,http://bibliobg.com/index.php?act=community&do=detail&hash=de36d175a72622d9722fda6df3f6eb9036bd869c,"0888690912, 0896078006",-,sanadinovo_chitalishte@abv.bg,Сашка Георгиева Христова,Емилия Тончева Георгиева
Действащо,1294,"""Народна просвета-1929 г.- с.Татарево""",ПЛОВДИВ,,СЕЛО ТАТАРЕВО,"""Първа"",1,п.к.4282",000457839,http://bibliobg.com/index.php?act=community&do=detail&hash=301aa58e69d148ca695f2a257064c89788bc8f46,0885289468,,chitalishtetatarevo@abv.bg,Иванка Запрянова Йорданова,Таня Славова Трендафилова
Действащо,1295,"""Неделчо Попов -1939""",СТАРА ЗАГОРА,,СЕЛО КОНАРЕ,"п.к.,6189",000804745,http://bibliobg.com/index.php?act=community&do=detail&hash=019c72a9c6c546735fb31b47882558fc658612e4,0877701167,-,npopov_konare@abv.bg,Неделчо Христов Попов,Светлана Иванова Узунова
Действащо,1297,"""Обединение 1913""",КЪРДЖАЛИ,,ГРАД КЪРДЖАЛИ,"""Републиканска"",47,,п.к.6600",108036750,http://bibliobg.com/index.php?act=community&do=detail&hash=05229ca385629092949b254401b38a80c9b3e399,"0361, 61179",0361/61179,obedineniekj@abv.bg,Стоян Николов Анадолиев,Камелия Ставрева Чолакова
Действащо,1296,"""Самообразование-1919 г.""",БУРГАС,,ГРАД ПРИМОРСКО,"""Кирил,и,Методий"",10,,п.к.8180",000046503,http://bibliobg.com/index.php?act=community&do=detail&hash=5761eb940c9a26599613854111dcb2cc9ff629c1,"0550, 32321, 0878732321",-,chitalishte_primorsko@abv.bg,Мира Янакиева Попова,Стефан Николов Кертев
Действащо,1293,"""Просвета-1922""",ПАЗАРДЖИК,,СЕЛО ЦРЪНЧА,"""48-ма"",1,,п.к.4419",000344161,http://bibliobg.com/index.php?act=community&do=detail&hash=80b0c82d210b6927da707c15a0167118a0d9bb92,"0899, 12, 53, 86, 0898542248",-,crancha_prosveta@abv.bg,Стоян Кузманов,Мария Георгиева Кокова
Действащо,1291,"""Изгрев-1930""",БУРГАС,,СЕЛО ДРАЧЕВО,п.к.8319,000045433,http://bibliobg.com/index.php?act=community&do=detail&hash=42b9da531622403dbad9056b2676553fc2ae6caf,"055505, 315, 0893, 631, 774",,izgrev.drachevo@abv.bg,Еленка Костова Жекова,Ана Христова Илиева
Действащо,1292,"""Просвета-1930""",БУРГАС,,СЕЛО ГОЛЯМО БУКОВО,п.к.8329,000045134,http://bibliobg.com/index.php?act=community&do=detail&hash=c4aa2692fcb0ea16dc5d6086db6840a0745310fe,"05556, 214, 0886505665",,prosveta.bukovo@abv.bg,Пенчо Койчев Пенчев,Русана Маринчева Николова
Действащо,1290,"""Съзнание - 1927""",ТЪРГОВИЩЕ,,СЕЛО РАЗДЕЛЦИ,"”Георги,Димитров”,1,,п.к.7989",000869223,http://bibliobg.com/index.php?act=community&do=detail&hash=48b2fab5835a709d0f697fcdb2271a16739d943e,0885411617,-,sevgin.h@abv.bg,Хатидже Хасанова Маринова,Айше Мустафова Хасанова
Действащо,1289,"""Граничар 1955""",КЪРДЖАЛИ,,СЕЛО ДЕВЕСИЛОВО,п.к.6933,108043182,http://bibliobg.com/index.php?act=community&do=detail&hash=66b415b735ddc89314daea2208ef038724cc947c,"03654, 306, 0897255605",-,nch.granichar1955@abv.bg,Красимира Альошева Лилова,Галина Огнянова Шенкова
Действащо,1287,"""Христо Ботев-1928""",СТАРА ЗАГОРА,,СЕЛО ПАМУКЧИИ,"п.к.,6058",000804460,http://bibliobg.com/index.php?act=community&do=detail&hash=f627d064f4d0ef3d8f8108325acb51b433e81812,"04118, 9099, 0899112099",-,stoianka.stoianova@abv.bg,Стоян Николов Ничев,Стоянка Петкова Стоянова
Действащо,1285,"""Наука 1925""",КЮСТЕНДИЛ,,СЕЛО СРЕДОРЕК,"п.к.,2555",000254575,http://bibliobg.com/index.php?act=community&do=detail&hash=f1f3084df4286e3f34316f77e7b658e0b0c91210,0887703202,-,nauka_sredorek@abv.bg,Светлана Генчова Анастасова,-
Действащо,1286,"""Пробуда -1903""",ПЛЕВЕН,,СЕЛО ТОТЛЕБЕН,"""Отец,Паисий,Хилендарски"",9,,п.к.,5899",114088698,http://bibliobg.com/index.php?act=community&do=detail&hash=82ef521fb5976696c755a8b106b989af43bdb922,"0883324149, 0885427700, 0887060606",-,nchprobuda@abv.bg,Босилка Василева Христова,Йорданка Боянова Иванова
Действащо,1404,"""Васил Левски-1929""",СОФИЯ,,СЕЛО ГОРНА МАЛИНА,п.к.2131,000761105,http://bibliobg.com/index.php?act=community&do=detail&hash=f6f8471ccfa8a0857b1201e322b91aca958c01a1,"07152, 2264, 0888424994",-,chitalishte_gm@mail.bg,Нели Захариева Недялкова,Тодорка Георгиева Петрова
Действащо,1288,"""Просвета 1927""",ПЛЕВЕН,,СЕЛО КАТЕРИЦА,"""Георги,Димитров"",13,,п.к.,5894",000404516,http://bibliobg.com/index.php?act=community&do=detail&hash=532b813704395eb326ab0fdf0385447b47f92dc5,"0876775063, 0878775067",-,nch_katerica@abv.bg,Георги Илиев Симеонов,Катя Иванова Минкова
Действащо,1403,"""Труд и просвета-1941""",СОФИЯ,,СЕЛО ГРАДЕЦ,п.к.2259,000762004,http://bibliobg.com/index.php?act=community&do=detail&hash=85aa98e11f74b5e796e85a596cf9c65686a34bb0,0884301757,-,sneja_borisova_69@abv.bg,Владимир Йорданов Балкански,Снежана Борисова Радева
Действащо,1401,"""Просвета 1925""",СОФИЯ,,СЕЛО ХРАБЪРСКО,"""Липа"",6,,п.к.2224",000760761,http://bibliobg.com/index.php?act=community&do=detail&hash=9ed5a8e878012488ba9a35263d876a90e71486b7,0886708656,-,"n.ch.prosveta1925@abv.bg, bojurob@mail.bg",Даниела Георгиева Янева,Зоя Манолова Митова
Действащо,1402,Христо Ботев,СОФИЯ,,СЕЛО ГУРМАЗОВО,"с.Гурмазово,,общ.Божурище",,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,-,,Елеонора Недялкова Къналиева,библиотекар по програмата по заетостта
Действащо,1231,"""Вельо Бурдашки -1929 г.""",ВИДИН,,СЕЛО ИЗВОР,"""Вельо,Бурдашки"",39,,п.к.3742",000153284,http://bibliobg.com/index.php?act=community&do=detail&hash=bfa8b505383a5eb4c9afad001e51792883b9f7c5,"0888548655, 0882038735",-,chitalishte_izvor1929@abv.bg,Румяна Петрова Василеваров,Дамянка Иванова Павлова
Действащо,1399,"""Васил Друмев 1927""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"р-н,Възраждане;,ж.к.,""Сердика"",,бл.18,А,,вх.А,п.к.1379",000671387,http://bibliobg.com/index.php?act=community&do=detail&hash=ff2a235bdccc130b11f071009d2aa8a6e22980e0,"0878, 831, 788",-,vasildrumev1927@abv.bg,Красимира Русимова Апостолова,Людмил Тодоров
Действащо,1398,"""Изгрев -1928""",ЯМБОЛ,,СЕЛО МЕДЕН КЛАДЕНЕЦ,"""Първи,май"",3,,п.к.8639",000963936,http://bibliobg.com/index.php?act=community&do=detail&hash=aaabef6869ec2794c6b6279df76c5aeb0cbab18e,0895506933,-,danka_jelqzkova@mail.bg,Мария Димитрова,Данка Тодорова Желязкова
Действащо,1400,"""Отец Паисий -1941""",ВАРНА,,СЕЛО ГЕНЕРАЛ КАНТАРДЖИЕВО,п.к.9150,000084735,http://bibliobg.com/index.php?act=community&do=detail&hash=9073d88d1ec32651c13aecd780e694340dca1e06,"0889712671, 0899993393",-,otecpaisii_1941@abv.bg,Стефан Янев Зенгинов,Петка Янкова Димитрова
Действащо,1396,"""Илия Добрев-1899""",ВАРНА,,СЕЛО МАНАСТИР,п.к.9224,000084685,http://bibliobg.com/index.php?act=community&do=detail&hash=bc20e690990f3e8251cc41429bcb7b87b51dae0c,0878905069,-,nchiliadobrev1899_manastir@abv.bg,Димитричка Василева Янева,Минка Великова Георгиева
Действащо,1397,"""Зора-1928 г.""",ЯМБОЛ,,СЕЛО МЕЖДА,"""Васил,Левски"",1,,п.к.8644",000964027,http://bibliobg.com/index.php?act=community&do=detail&hash=c7c4376ca90555f8b84851cd83d4eab2dbe9f307,0895506954,-,zora_mejda@abv.bg,Иванка Павлова Михайлова,Ваня Василева Атанасова
Действащо,1394,"""Кирил и Методий-1934""",ВАРНА,,СЕЛО ЦОНЕВО,"кв.,Яворово,,п.к.9261",000085381,http://bibliobg.com/index.php?act=community&do=detail&hash=7c086c1ecf3615fb733134407141898ffba638f1,0894793870,-,chitalishtekirilimetodii_1934@abv.bg,Даниела Маринова Костадинова,-
Действащо,1395,"""Напредък 1898""",ВРАЦА,,СЕЛО ТЪРНАВА,"""Георги,Димитров"",107,,п.к.,3252",000184002,http://bibliobg.com/index.php?act=community&do=detail&hash=01852f57814a8bd792d31e8968eed7bb3c6f0da7,"0899161079, 0887027928",-,chital_napredak@abv.bg,Габриела Любенова Раловска,Катя Петкова Заешка
Действащо,1390,"""Виделина-1905""",ВЕЛИКО ТЪРНОВО,,СЕЛО ВЛАДИСЛАВ,"""Витоша"",1,,п.к.,5179",104070488,http://bibliobg.com/index.php?act=community&do=detail&hash=3342d183db824bbe21f0eac45f1a24c7170aa338,0896861806,-,Videlina-1905@abv.bg,Георги Стоянов Иванов,Росица Тодорова Йорданова
Действащо,1388,"""Св.Св. Кирил и Методий-1890""",СОФИЯ,,ГРАД КОСТИНБРОД,"""Стара,планина"",1,,п.к.2230",000762011,http://bibliobg.com/index.php?act=community&do=detail&hash=71c853b2ac9082c34955d6f7b33528c6904f3466,"0721, 66176",-,kiril.metodi@abv.bg,Екатерина Иванова Иванова,Стойна Боянова Таскова
Действащо,1389,"""Христо Ботев 1925""",СОФИЯ-ГРАД,,СЕЛО СВЕТОВРАЧЕНЕ,"""Здравец"",1,,р-н,""Нови,Искър""",121053306,http://bibliobg.com/index.php?act=community&do=detail&hash=3b4bee69f16d96984b47533661d790dc7fd6a43b,"0897, 212, 624",-,veskasvt@abv.bg,Диана Славчева Анакиева,Веска Христова
Действащо,1387,"""Развитие-1933""",СОФИЯ,,СЕЛО ЧИБАОВЦИ,п.к.2258,000762050,http://bibliobg.com/index.php?act=community&do=detail&hash=efe97b6b0ba87997a63fb03dae1e598bdcd4b505,0888815425,-,ch.razvitie1933@abv.bg,Кирилка Иванова Младенова,Светла Кирилова Танчова
Действащо,1391,"""Изгрев -1897""",ПЛЕВЕН,,СЕЛО ЕНИЦА,"""Ленин"",1,,п.к.5837",000184599,http://bibliobg.com/index.php?act=community&do=detail&hash=6c21ab41f6b1837508388f440ebbdef7787324cd,"09143, 376, 265, 0884448538",-,izgrev1987@abv.bg,Татяна Петрова Нинова,Валентина Тодорова Павлова
Действащо,1383,"""Цанко Церковски-1946 г.""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"""Цар,Симеон"",58,,р-н,""Оборище"",,п.к.1202",000671273,http://bibliobg.com/index.php?act=community&do=detail&hash=90f283ce487f17097a3df5b9903454d76a175a6a,"02, 983, 29, 61, 0887439909",,tserkovski@mail.bg,Людмила Василевна Алипиева,Ивана Петрова Димова
Действащо,1382,"""Светлина 1908""",СОФИЯ,,СЕЛО СТАМБОЛОВО,п.к.2069,000761849,http://bibliobg.com/index.php?act=community&do=detail&hash=e3f1609181533233efe86e7eea97142ac41ea9d8,"0724, 851, 22, 0897345309",-,rosizamitkova@abv.bg,Наталия Николаева Величкова,Росица Василева Миткова
Действащо,1381,"""Просвета 1922 с. Живково""",СОФИЯ,,СЕЛО ЖИВКОВО,п.к.2065,000761831,http://bibliobg.com/index.php?act=community&do=detail&hash=4cba6a37ed753a13631008d386d47e64b62ab42b,"07149, 21, 33, 0877517186",-,zvetankaradeva@abv.bg,Татяна Стоянова Кирилова,Цветанка Димитрова Радева
Действащо,1380,"""Д-р Спас Дупаринов -1927""",СОФИЯ,,СЕЛО ВЕРИНСКО,п.к.2063,000761800,http://bibliobg.com/index.php?act=community&do=detail&hash=4f7f485f6d67311622b6b087ccd229c2827dd414,"07149, 2117, 0878530057, 0898530040",-,emiliavutheva@abv.bg,Валентина Младенова Петрова,Емилия Димитрова Вучева
Действащо,1385,"""Прогрес 1907""",СОФИЯ,,ГРАД КОСТЕНЕЦ,"""Д-р,Петър,Берон"",2,,п.к.2030",000762068,http://bibliobg.com/index.php?act=community&do=detail&hash=376096cf06222619ced1f07116af473c2e6c2b2a,0878128214,-,progres_grkost@abv.bg,Каталина Емилова Ненковска,Надя Кирилова Пашалийска
Действащо,1384,"""Цар Борис ІІІ - 1928""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"""Клокотница"",29,,р-н,""Сердика"",,п.к.1202",000671736,http://bibliobg.com/index.php?act=community&do=detail&hash=fe4caaee97280c5898ae989440592fad18c117aa,"02, 8317006, 9313901","02/, 462, 71, 03","tsar_boris3@abv.bg, lib.tsarboris@abv.bg",Галина Петрова Савова,Елена Кирилова Чакърова
