Номер,Линк,Име на читалище,Град/село,Община,Област
826,?act=community&do=detail&id=2913&reg_num=826,Константин Величков-1979,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
827,?act=community&do=detail&id=2914&reg_num=827,Петко Рачев Славейков-1942 година,СЕЛО БРАНИЩЕ,ДОБРИЧКА,ДОБРИЧ
828,?act=community&do=detail&id=2915&reg_num=828,Димитър Паскалев-1940 година,СЕЛО РОСЕНОВО,ДОБРИЧКА,ДОБРИЧ
829,?act=community&do=detail&id=757&reg_num=829,Просвета -1907,СЕЛО НАДАРЕВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
830,?act=community&do=detail&id=758&reg_num=830,Цвятко Радойнов-1885,ГРАД КРЪН,КАЗАНЛЪК,СТАРА ЗАГОРА
831,?act=community&do=detail&id=759&reg_num=831,Отец Паисий 1928 г.,СЕЛО СТАМБОЛОВО,СЛИВО ПОЛЕ,РУСЕ
832,?act=community&do=detail&id=760&reg_num=832,Просвета-1936,СЕЛО КЛИМЕНТ,КАОЛИНОВО,ШУМЕН
833,?act=community&do=detail&id=761&reg_num=833,Ильо Войвода-1965,ГРАД КЮСТЕНДИЛ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
834,?act=community&do=detail&id=762&reg_num=834,Светлина -1904г.,СЕЛО ВАРНЕНЦИ,ТУТРАКАН,СИЛИСТРА
778,?act=community&do=detail&id=717&reg_num=778,Петър Берон-1927г.,ГРАД АПРИЛЦИ,АПРИЛЦИ,ЛОВЕЧ
779,?act=community&do=detail&id=718&reg_num=779,Бъдеще-1894г.,ГРАД АПРИЛЦИ,АПРИЛЦИ,ЛОВЕЧ
780,?act=community&do=detail&id=719&reg_num=780,Св.Св. Кирил и Методий-1965,СЕЛО САВИН,КУБРАТ,РАЗГРАД
781,?act=community&do=detail&id=720&reg_num=781,Светлина -1929,СЕЛО ПРЕСИЯН,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
782,?act=community&do=detail&id=721&reg_num=782,Съзнание - 1953,СЕЛО САДОВО,ХАДЖИДИМОВО,БЛАГОЕВГРАД
783,?act=community&do=detail&id=722&reg_num=783,Съзнание-1894,СЕЛО АСЕНОВЦИ,ЛЕВСКИ,ПЛЕВЕН
784,?act=community&do=detail&id=2905&reg_num=784,Белновръх 1921,СЕЛО СТАНЧОВ ХАН,ТРЯВНА,ГАБРОВО
785,?act=community&do=detail&id=723&reg_num=785,Пробуда -1926 с.Маломирово,СЕЛО МАЛОМИРОВО,ЕЛХОВО,ЯМБОЛ
786,?act=community&do=detail&id=2906&reg_num=786,Асен Златаров-1940 г.,СЕЛО СТЕФАН КАРАДЖА,ДОБРИЧКА,ДОБРИЧ
787,?act=community&do=detail&id=2907&reg_num=787,Димитър Минчев -1896,СЕЛО ПАСКАЛЕВО,ДОБРИЧКА,ДОБРИЧ
788,?act=community&do=detail&id=724&reg_num=788,Съзнание - 1928 г.-с. Скобелево,СЕЛО СКОБЕЛЕВО,РОДОПИ,ПЛОВДИВ
789,?act=community&do=detail&id=725&reg_num=789,Св.Св.Кирил и Методий-1924,СЕЛО ДЕБРЪЩИЦА,ПАЗАРДЖИК,ПАЗАРДЖИК
790,?act=community&do=detail&id=726&reg_num=790,Пробуда,СЕЛО СИНИ РИД,РУЕН,БУРГАС
791,?act=community&do=detail&id=727&reg_num=791,Пробуда -1928,СЕЛО РАЛИЦА,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
792,?act=community&do=detail&id=728&reg_num=792,Зора-Стамболово -1881,СЕЛО СТАМБОЛОВО,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
793,?act=community&do=detail&id=729&reg_num=793,Самообразование -1914,СЕЛО СТОБ,КОЧЕРИНОВО,КЮСТЕНДИЛ
794,?act=community&do=detail&id=730&reg_num=794,Гео Милев - 1930 г.,СЕЛО ФОТИНОВО,БАТАК,ПАЗАРДЖИК
795,?act=community&do=detail&id=731&reg_num=795,Просвета - 1882,ГРАД СУНГУРЛАРЕ,СУНГУРЛАРЕ,БУРГАС
796,?act=community&do=detail&id=732&reg_num=796,Пробуда 1927г.,СЕЛО БОЗВЕЛИЙСКО,ПРОВАДИЯ,ВАРНА
737,?act=community&do=detail&id=679&reg_num=737,Пробуда -1919,ГРАД КОЧЕРИНОВО,КОЧЕРИНОВО,КЮСТЕНДИЛ
738,?act=community&do=detail&id=680&reg_num=738,Любен Каравелов,СЕЛО ОРЕШЕЦ,АСЕНОВГРАД,ПЛОВДИВ
739,?act=community&do=detail&id=681&reg_num=739,Пробуда -1926 г.,СЕЛО ДОБРЕВЦИ,ЯБЛАНИЦА,ЛОВЕЧ
740,?act=community&do=detail&id=682&reg_num=740,Христо Ботев-1928г.,СЕЛО БАТУЛЦИ,ЯБЛАНИЦА,ЛОВЕЧ
741,?act=community&do=detail&id=683&reg_num=741,Борба -1927 г.,СЕЛО ОРЕШЕНЕ,ЯБЛАНИЦА,ЛОВЕЧ
742,?act=community&do=detail&id=684&reg_num=742,Просвета-1909 г.-гр.Батановци,ГРАД БАТАНОВЦИ,ПЕРНИК,ПЕРНИК
743,?act=community&do=detail&id=685&reg_num=743,Наука 1967- с. Черна гора,СЕЛО ЧЕРНА ГОРА,ПЕРНИК,ПЕРНИК
744,?act=community&do=detail&id=2902&reg_num=744,Народно Читалище Г.С.Раковски-1925,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
745,?act=community&do=detail&id=686&reg_num=745,Васил Левски-Звънарци -1932г.,СЕЛО ЗВЪНАРЦИ,КУБРАТ,РАЗГРАД
746,?act=community&do=detail&id=687&reg_num=746,Божур -1922,СЕЛО БОЖУРОВО,КУБРАТ,РАЗГРАД
747,?act=community&do=detail&id=688&reg_num=747,Възраждане-1999г.,СЕЛО ПИСМЕНОВО,ПРИМОРСКО,БУРГАС
748,?act=community&do=detail&id=689&reg_num=748,Пробуда -1936,СЕЛО СЕСЛАВ,КУБРАТ,РАЗГРАД
749,?act=community&do=detail&id=690&reg_num=749,Напредък-Юпер 1915 г.,СЕЛО ЮПЕР,КУБРАТ,РАЗГРАД
750,?act=community&do=detail&id=691&reg_num=750,Нов живот-1948,СЕЛО МЪДРЕВО,КУБРАТ,РАЗГРАД
751,?act=community&do=detail&id=692&reg_num=751,Поука-1920,СЕЛО ЛЕДЕНИК,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
752,?act=community&do=detail&id=693&reg_num=752,Пробуда-1952,СЕЛО ДОБРА ПОЛЯНА,РУЕН,БУРГАС
753,?act=community&do=detail&id=694&reg_num=753,Надежда -1941,СЕЛО ВИДНО,КАВАРНА,ДОБРИЧ
754,?act=community&do=detail&id=2903&reg_num=754,Пламък-1984 г.,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
697,?act=community&do=detail&id=643&reg_num=697,Съгласие 1907-с.Лозица,СЕЛО ЛОЗИЦА,НИКОПОЛ,ПЛЕВЕН
698,?act=community&do=detail&id=644&reg_num=698,Светлина-1924,СЕЛО ДЕБЕЛТ,СРЕДЕЦ,БУРГАС
699,?act=community&do=detail&id=645&reg_num=699,Елин Пелин-1927год.,СЕЛО ЗОРНИЦА,СРЕДЕЦ,БУРГАС
700,?act=community&do=detail&id=646&reg_num=700,Светлина-1906,СЕЛО МОМИНА ЦЪРКВА,СРЕДЕЦ,БУРГАС
701,?act=community&do=detail&id=647&reg_num=701,Христо Ботев-1905 год.,СЕЛО ФАКИЯ,СРЕДЕЦ,БУРГАС
702,?act=community&do=detail&id=648&reg_num=702,Просвета-1886 год.,СЕЛО ДЮЛЕВО,СРЕДЕЦ,БУРГАС
703,?act=community&do=detail&id=649&reg_num=703,Иван Вазов-1913 год.,СЕЛО СВЕТЛИНА,СРЕДЕЦ,БУРГАС
704,?act=community&do=detail&id=650&reg_num=704,Христо Ботев-1927,СЕЛО ЗАГОРЦИ,СРЕДЕЦ,БУРГАС
705,?act=community&do=detail&id=651&reg_num=705,Пробуда-1897год.,ГРАД СРЕДЕЦ,СРЕДЕЦ,БУРГАС
706,?act=community&do=detail&id=652&reg_num=706,Светлина-1958,СЕЛО ТИКАЛЕ,СМОЛЯН,СМОЛЯН
707,?act=community&do=detail&id=2899&reg_num=707,Съзнание -1928 г.,СЕЛО ДЪСКОТНА,РУЕН,БУРГАС
708,?act=community&do=detail&id=653&reg_num=708,Просвета,СЕЛО БРАТОВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
709,?act=community&do=detail&id=654&reg_num=709,Земеделец-1874,СЕЛО НОВО СЕЛО,НОВО СЕЛО,ВИДИН
710,?act=community&do=detail&id=655&reg_num=710,Осъм -1894,СЕЛО ГРАДИЩЕ,ЛЕВСКИ,ПЛЕВЕН
711,?act=community&do=detail&id=656&reg_num=711,Пробуда -1901 г.,СЕЛО НИКОЛОВО,РУСЕ,РУСЕ
712,?act=community&do=detail&id=2900&reg_num=712,Напредък,СЕЛО МЛАМОЛОВО,БОБОВ ДОЛ,КЮСТЕНДИЛ
713,?act=community&do=detail&id=2901&reg_num=713,Мургаш-1929,СЕЛО ЖЕЛЯВА,СТОЛИЧНА,СОФИЯ-ГРАД
714,?act=community&do=detail&id=657&reg_num=714,Йордан Драгнев -1894,СЕЛО КРУШАРИ,КРУШАРИ,ДОБРИЧ
715,?act=community&do=detail&id=658&reg_num=715,Стефан Караджа -1936,СЕЛО ТЕЛЕРИГ,КРУШАРИ,ДОБРИЧ
656,?act=community&do=detail&id=605&reg_num=656,Владимир Димитров Майстора-1919,СЕЛО ШИШКОВЦИ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
657,?act=community&do=detail&id=606&reg_num=657,Георги Кондолов-1914,ГРАД ЦАРЕВО,ЦАРЕВО,БУРГАС
658,?act=community&do=detail&id=607&reg_num=658,Мисъл -1931,СЕЛО ОВЧИ КЛАДЕНЕЦ,ТУНДЖА,ЯМБОЛ
659,?act=community&do=detail&id=608&reg_num=659,Искра 1907,СЕЛО ГИГЕН,ГУЛЯНЦИ,ПЛЕВЕН
660,?act=community&do=detail&id=3202&reg_num=660,Виделина-кв.Бояна 1919г.,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
661,?act=community&do=detail&id=609&reg_num=661,Успех-1942 г.,СЕЛО ЦАР АСЕН,АЛФАТАР,СИЛИСТРА
662,?act=community&do=detail&id=610&reg_num=662,Н.Й. Вапцаров-1947,СЕЛО ЧУКОВЕЦ,АЛФАТАР,СИЛИСТРА
663,?act=community&do=detail&id=611&reg_num=663,Светлина -1910,СЕЛО БАНИЦА,ВРАЦА,ВРАЦА
664,?act=community&do=detail&id=612&reg_num=664,Просвета-1954,СЕЛО ВЕЛИЧКОВО,ДЪЛГОПОЛ,ВАРНА
665,?act=community&do=detail&id=613&reg_num=665,Искра -1904 с. Гълъбово,СЕЛО ГЪЛЪБОВО,КУКЛЕН,ПЛОВДИВ
666,?act=community&do=detail&id=614&reg_num=666,Съгласие-Дебелец,ГРАД ДЕБЕЛЕЦ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
667,?act=community&do=detail&id=615&reg_num=667,Пробуда 1926,СЕЛО ЗГОРИГРАД,ВРАЦА,ВРАЦА
668,?act=community&do=detail&id=616&reg_num=668,Отец Паисий -1929,СЕЛО ИЗВОРОВО,АНТОНОВО,ТЪРГОВИЩЕ
669,?act=community&do=detail&id=617&reg_num=669,Просвета-1927,СЕЛО ИРЕЧЕКОВО,СТРАЛДЖА,ЯМБОЛ
670,?act=community&do=detail&id=618&reg_num=670,Светлина -1927,СЕЛО ЧЕРКОВНА,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
671,?act=community&do=detail&id=619&reg_num=671,Светлина-1929,СЕЛО КАЛЧЕВО,ТУНДЖА,ЯМБОЛ
672,?act=community&do=detail&id=620&reg_num=672,Никола Йонков Вапцаров-1938г.-с. Козаново,СЕЛО КОЗАНОВО,АСЕНОВГРАД,ПЛОВДИВ
673,?act=community&do=detail&id=621&reg_num=673,Емануил Васкидович -1886,ГРАД МЕЛНИК,САНДАНСКИ,БЛАГОЕВГРАД
674,?act=community&do=detail&id=622&reg_num=674,Пробуда -1920,СЕЛО КОПРИНКА,КАЗАНЛЪК,СТАРА ЗАГОРА
675,?act=community&do=detail&id=623&reg_num=675,Светлина -1927 г.,СЕЛО КАРБИНЦИ,ДИМОВО,ВИДИН
617,?act=community&do=detail&id=566&reg_num=617,Искра -1932,СЕЛО КАЛОЯНОВО,СЛИВЕН,СЛИВЕН
618,?act=community&do=detail&id=567&reg_num=618,Д-р Петър Берон-1934,СЕЛО ТОПОЛЧАНЕ,СЛИВЕН,СЛИВЕН
619,?act=community&do=detail&id=568&reg_num=619,Юрий Гагарин 1962,СЕЛО НОВАЧЕВО,СЛИВЕН,СЛИВЕН
620,?act=community&do=detail&id=569&reg_num=620,Пробуда 1907,СЕЛО БИКОВО,СЛИВЕН,СЛИВЕН
621,?act=community&do=detail&id=570&reg_num=621,Просвета -1936,СЕЛО МАЛКО ЧОЧОВЕНИ,СЛИВЕН,СЛИВЕН
622,?act=community&do=detail&id=571&reg_num=622,Христо Ботев 1936,СЕЛО БЯЛА,СЛИВЕН,СЛИВЕН
623,?act=community&do=detail&id=572&reg_num=623,Звезда 1928,СЕЛО СТАРО СЕЛО,СЛИВЕН,СЛИВЕН
624,?act=community&do=detail&id=573&reg_num=624,Съгласие 1928,СЕЛО ЧОКОБА,СЛИВЕН,СЛИВЕН
625,?act=community&do=detail&id=574&reg_num=625,Изгрев 1928,СЕЛО ДРАГОДАНОВО,СЛИВЕН,СЛИВЕН
626,?act=community&do=detail&id=575&reg_num=626,Пробуда 1934,СЕЛО КОВАЧИТЕ,СЛИВЕН,СЛИВЕН
627,?act=community&do=detail&id=576&reg_num=627,Светлина-1928,СЕЛО САМУИЛОВО,СЛИВЕН,СЛИВЕН
628,?act=community&do=detail&id=577&reg_num=628,Просвета-1935,СЕЛО ГЛУШНИК,СЛИВЕН,СЛИВЕН
629,?act=community&do=detail&id=578&reg_num=629,Светлина-1928,СЕЛО СОТИРЯ,СЛИВЕН,СЛИВЕН
630,?act=community&do=detail&id=579&reg_num=630,Просвета 1924,СЕЛО ЗЛАТИ ВОЙВОДА,СЛИВЕН,СЛИВЕН
631,?act=community&do=detail&id=580&reg_num=631,Христо Ботев 1929,СЕЛО МЛАДОВО,СЛИВЕН,СЛИВЕН
632,?act=community&do=detail&id=581&reg_num=632,Слънце -1928,СЕЛО ГАВРАИЛОВО,СЛИВЕН,СЛИВЕН
633,?act=community&do=detail&id=582&reg_num=633,Даскал Димитър Димов -  1908,СЕЛО ЖЕЛЮ ВОЙВОДА,СЛИВЕН,СЛИВЕН
634,?act=community&do=detail&id=583&reg_num=634,Къньо Мераков-1928,СЕЛО БЛАТЕЦ,СЛИВЕН,СЛИВЕН
576,?act=community&do=detail&id=529&reg_num=576,Народна просвета-1889 г.,СЕЛО ВЕТРЕН,МЪГЛИЖ,СТАРА ЗАГОРА
577,?act=community&do=detail&id=530&reg_num=577,Св. Паисий Хилендарски -1927 г.,СЕЛО КРАЛЕВ ДОЛ,ПЕРНИК,ПЕРНИК
578,?act=community&do=detail&id=531&reg_num=578,Родина-1941,СЕЛО ГОЛЕШ,КАЙНАРДЖА,СИЛИСТРА
579,?act=community&do=detail&id=3172&reg_num=579,Христо Ботев - 1941 г.,СЕЛО МЕТОДИЕВО,ДОБРИЧКА,ДОБРИЧ
580,?act=community&do=detail&id=532&reg_num=580,Възраждане -1927,СЕЛО РУДНИК,БУРГАС,БУРГАС
581,?act=community&do=detail&id=3180&reg_num=581,Просвета -1903,ГРАД БОБОВ ДОЛ,БОБОВ ДОЛ,КЮСТЕНДИЛ
582,?act=community&do=detail&id=3220&reg_num=582,Просвета-1881,СЕЛО КОСТЕНЕЦ,КОСТЕНЕЦ,СОФИЯ
583,?act=community&do=detail&id=533&reg_num=583,Развитие-1941 с. Кутловица,СЕЛО КУТЛОВИЦА,АЛФАТАР,СИЛИСТРА
584,?act=community&do=detail&id=534&reg_num=584,Гранит-1928,СЕЛО НОВО СЕЛО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
585,?act=community&do=detail&id=535&reg_num=585,Разум-1922,СЕЛО ОПИЦВЕТ,КОСТИНБРОД,СОФИЯ
586,?act=community&do=detail&id=536&reg_num=586,Зора,СЕЛО ОСЕН,ГЛАВИНИЦА,СИЛИСТРА
587,?act=community&do=detail&id=537&reg_num=587,Нов живот,СЕЛО ПОЖАРЕВО,ТУТРАКАН,СИЛИСТРА
588,?act=community&do=detail&id=538&reg_num=588,Освобождение -1940 г.,СЕЛО СОКОЛ,ГЛАВИНИЦА,СИЛИСТРА
589,?act=community&do=detail&id=539&reg_num=589,Светлина-1924,ГРАД ЗЕМЕН,ЗЕМЕН,ПЕРНИК
590,?act=community&do=detail&id=540&reg_num=590,Христо Ботев-1953,СЕЛО БЛАТЕШНИЦА,ЗЕМЕН,ПЕРНИК
592,?act=community&do=detail&id=541&reg_num=592,Христо Ботев,СЕЛО РАЯНЦИ,ЗЕМЕН,ПЕРНИК
593,?act=community&do=detail&id=542&reg_num=593,Просвета - 1909,СЕЛО КАЛОТИНЦИ,ЗЕМЕН,ПЕРНИК
594,?act=community&do=detail&id=543&reg_num=594,Селска среща-1912,СЕЛО ВРАНЯ СТЕНА,ЗЕМЕН,ПЕРНИК
595,?act=community&do=detail&id=544&reg_num=595,Крюгер Николов-1922,СЕЛО ПЕЩЕРА,ЗЕМЕН,ПЕРНИК
596,?act=community&do=detail&id=545&reg_num=596,Пробуда-1928,СЕЛО КРАЛЕВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
876,?act=community&do=detail&id=797&reg_num=876,Напредък-1962,СЕЛО СРЕДЕЦ,НЕДЕЛИНО,СМОЛЯН
877,?act=community&do=detail&id=798&reg_num=877,Светлина -1861,ГРАД ШИПКА,КАЗАНЛЪК,СТАРА ЗАГОРА
878,?act=community&do=detail&id=799&reg_num=878,Родопска пробуда - 1935,СЕЛО ТИХОМИР,КИРКОВО,КЪРДЖАЛИ
879,?act=community&do=detail&id=800&reg_num=879,Пробуда-1990г. гр. Пазарджик,ГРАД ПАЗАРДЖИК,ПАЗАРДЖИК,ПАЗАРДЖИК
880,?act=community&do=detail&id=801&reg_num=880,Светлина - 1939 г.,ГРАД ПОМОРИЕ,ПОМОРИЕ,БУРГАС
881,?act=community&do=detail&id=2922&reg_num=881,Отец Паисий-град Нови Искър-1936,ГРАД НОВИ ИСКЪР,СТОЛИЧНА,СОФИЯ-ГРАД
882,?act=community&do=detail&id=2923&reg_num=882,Христо Ботев-1907,ГРАД НОВИ ИСКЪР,СТОЛИЧНА,СОФИЯ-ГРАД
883,?act=community&do=detail&id=2924&reg_num=883,Светлина-1908,ГРАД НОВИ ИСКЪР,СТОЛИЧНА,СОФИЯ-ГРАД
884,?act=community&do=detail&id=802&reg_num=884,Искра-1881,СЕЛО СЕСТРИМО,БЕЛОВО,ПАЗАРДЖИК
835,?act=community&do=detail&id=2916&reg_num=835,Христо Ботев-1939,СЕЛО ТАЙМИЩЕ,АНТОНОВО,ТЪРГОВИЩЕ
836,?act=community&do=detail&id=763&reg_num=836,Христо Ботев-1921,ГРАД АНТОНОВО,АНТОНОВО,ТЪРГОВИЩЕ
837,?act=community&do=detail&id=764&reg_num=837,Просвета 1927,ГРАД БУРГАС,БУРГАС,БУРГАС
838,?act=community&do=detail&id=765&reg_num=838,Пробуда-1925,СЕЛО ЯВОРОВО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
839,?act=community&do=detail&id=766&reg_num=839,Напредък -1928,СЕЛО ПРЕСЕЛЕЦ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
840,?act=community&do=detail&id=767&reg_num=840,Касърга -1944,СЕЛО ТРЕСКАВЕЦ,АНТОНОВО,ТЪРГОВИЩЕ
841,?act=community&do=detail&id=768&reg_num=841,Пробуда -1932,СЕЛО БРАНИЧЕВО,КАОЛИНОВО,ШУМЕН
842,?act=community&do=detail&id=769&reg_num=842,Христо Ботев-1927г.,СЕЛО КИЧЕВО,АКСАКОВО,ВАРНА
843,?act=community&do=detail&id=770&reg_num=843,Отец Паисий-1896,ГРАД СОЗОПОЛ,СОЗОПОЛ,БУРГАС
844,?act=community&do=detail&id=2917&reg_num=844,Будител-1929,СЕЛО ТОПОЛИ ДОЛ,ПАЗАРДЖИК,ПАЗАРДЖИК
797,?act=community&do=detail&id=733&reg_num=797,Наука -1870,СЕЛО НОВО СЕЛО,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
798,?act=community&do=detail&id=734&reg_num=798,Пробуда -1925,СЕЛО ШЕРЕМЕТЯ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
799,?act=community&do=detail&id=735&reg_num=799,Трезвеност -1924,СЕЛО РОСИЦА,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
800,?act=community&do=detail&id=736&reg_num=800,Пробуда 1930,СЕЛО БОЛЯРСКО,ТУНДЖА,ЯМБОЛ
801,?act=community&do=detail&id=737&reg_num=801,Пробуда -1903-с.Отец Паисиево,СЕЛО ОТЕЦ ПАИСИЕВО,КАЛОЯНОВО,ПЛОВДИВ
802,?act=community&do=detail&id=738&reg_num=802,Стефан Караджа -1904,СЕЛО СТЕФАН КАРАДЖОВО,БОЛЯРОВО,ЯМБОЛ
803,?act=community&do=detail&id=739&reg_num=803,Христо Ботев - 1928,ГРАД СЛИВО ПОЛЕ,СЛИВО ПОЛЕ,РУСЕ
804,?act=community&do=detail&id=2908&reg_num=804,Христо Ботев 1896,СЕЛО КАСПИЧАН,КАСПИЧАН,ШУМЕН
755,?act=community&do=detail&id=695&reg_num=755,Георги Парцалев -1901,ГРАД ЛЕВСКИ,ЛЕВСКИ,ПЛЕВЕН
756,?act=community&do=detail&id=696&reg_num=756,Просвета -1874,СЕЛО МОГИЛА,КАСПИЧАН,ШУМЕН
757,?act=community&do=detail&id=697&reg_num=757,Цачо Ненов-1897г.,СЕЛО ГЛОЖЕНЕ,ТЕТЕВЕН,ЛОВЕЧ
758,?act=community&do=detail&id=698&reg_num=758,7-ми Септември -1961 г.,ГРАД ПЕРНИК,ПЕРНИК,ПЕРНИК
759,?act=community&do=detail&id=699&reg_num=759,Джон Атанасов -1928,СЕЛО БОЯДЖИК,ТУНДЖА,ЯМБОЛ
760,?act=community&do=detail&id=700&reg_num=760,Д-р Димо Тодоров-1929 г.-с.Православен,СЕЛО ПРАВОСЛАВЕН,ПЪРВОМАЙ,ПЛОВДИВ
761,?act=community&do=detail&id=701&reg_num=761,Пробуда-1931 г.,СЕЛО ТВЪРДИЦА,БУРГАС,БУРГАС
762,?act=community&do=detail&id=702&reg_num=762,Васил Левски -1907,СЕЛО БИСТРА,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
763,?act=community&do=detail&id=703&reg_num=763,Искра-1927,СЕЛО РУЕЦ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
764,?act=community&do=detail&id=704&reg_num=764,Напредък 1904 г.,СЕЛО ЗИДАРОВО,СОЗОПОЛ,БУРГАС
716,?act=community&do=detail&id=659&reg_num=716,Христо Ботев-1940,СЕЛО КОРИТЕН,КРУШАРИ,ДОБРИЧ
717,?act=community&do=detail&id=660&reg_num=717,Светлина -1945г.,СЕЛО ПОЛКОВНИК ДЯКОВО,КРУШАРИ,ДОБРИЧ
718,?act=community&do=detail&id=661&reg_num=718,Асен Златаров -1962,СЕЛО ЛОЗЕНЕЦ,КРУШАРИ,ДОБРИЧ
719,?act=community&do=detail&id=662&reg_num=719,Екзарх Антим I -1928 г.,СЕЛО БРОДИЛОВО,ЦАРЕВО,БУРГАС
720,?act=community&do=detail&id=663&reg_num=720,Просветен лъч -1905,ГРАД САПАРЕВА БАНЯ,САПАРЕВА БАНЯ,КЮСТЕНДИЛ
721,?act=community&do=detail&id=664&reg_num=721,Захарий Княжески - 1931г.,СЕЛО КНЯЖЕВСКО,ОПАН,СТАРА ЗАГОРА
722,?act=community&do=detail&id=665&reg_num=722,Развитие-1905 г.,СЕЛО ГЕНЕРАЛ ТОШЕВО,ТУНДЖА,ЯМБОЛ
723,?act=community&do=detail&id=666&reg_num=723,Просвета-1927г.-с.Чифлик,СЕЛО ЧИФЛИК,ТРОЯН,ЛОВЕЧ
676,?act=community&do=detail&id=624&reg_num=676,Изгрев -1925,СЕЛО ЯСЕН,НОВО СЕЛО,ВИДИН
677,?act=community&do=detail&id=625&reg_num=677,Просвета 1870,ГРАД СВИЛЕНГРАД,СВИЛЕНГРАД,ХАСКОВО
678,?act=community&do=detail&id=626&reg_num=678,Георги Сава Раковски -1947,СЕЛО МУГЛА,СМОЛЯН,СМОЛЯН
679,?act=community&do=detail&id=2897&reg_num=679,Светлина 1929,СЕЛО СВАЛЕНИК,ИВАНОВО,РУСЕ
680,?act=community&do=detail&id=627&reg_num=680,Пано Ангелов-1926,СЕЛО БРОД,ДИМИТРОВГРАД,ХАСКОВО
681,?act=community&do=detail&id=2898&reg_num=681,Нов живот -1941г.,СЕЛО ЧЕРНА,ДОБРИЧКА,ДОБРИЧ
682,?act=community&do=detail&id=628&reg_num=682,Светлина -1967,СЕЛО ГЪЛЪБОВО,БАНИТЕ,СМОЛЯН
683,?act=community&do=detail&id=629&reg_num=683,Владимир Маяковски 1929 г.,СЕЛО ЮДЕЛНИК,СЛИВО ПОЛЕ,РУСЕ
635,?act=community&do=detail&id=584&reg_num=635,Изгрев-1936,СЕЛО ГЛУФИШЕВО,СЛИВЕН,СЛИВЕН
636,?act=community&do=detail&id=585&reg_num=636,Просвета 1946,СЕЛО БОЖЕВЦИ,СЛИВЕН,СЛИВЕН
637,?act=community&do=detail&id=586&reg_num=637,Хаджи Димитър-1954,СЕЛО ГОЛЯМО ЧОЧОВЕНИ,СЛИВЕН,СЛИВЕН
638,?act=community&do=detail&id=587&reg_num=638,Труд 1905,СЕЛО СТАРА РЕКА,СЛИВЕН,СЛИВЕН
639,?act=community&do=detail&id=588&reg_num=639,Искра-1929,СЕЛО КРУШАРЕ,СЛИВЕН,СЛИВЕН
640,?act=community&do=detail&id=589&reg_num=640,Искра -1928,СЕЛО ГРАДСКО,СЛИВЕН,СЛИВЕН
641,?act=community&do=detail&id=590&reg_num=641,Светлина -1930,СЕЛО ЧИНТУЛОВО,СЛИВЕН,СЛИВЕН
642,?act=community&do=detail&id=591&reg_num=642,Христо Ботев 1927- Горник,СЕЛО ГОРНИК,ЧЕРВЕН БРЯГ,ПЛЕВЕН
643,?act=community&do=detail&id=592&reg_num=643,Митко Лаков -1903,СЕЛО ЧОМАКОВЦИ,ЧЕРВЕН БРЯГ,ПЛЕВЕН
597,?act=community&do=detail&id=546&reg_num=597,Цветан Спасов-1959,ГРАД ПЛЕВЕН,ПЛЕВЕН,ПЛЕВЕН
598,?act=community&do=detail&id=547&reg_num=598,Светлина-1950 г.,СЕЛО ДОБРОМИР,РУЕН,БУРГАС
599,?act=community&do=detail&id=548&reg_num=599,Пробуда-1930 г.,СЕЛО БОРИМЕЧКОВО,ЛЕСИЧОВО,ПАЗАРДЖИК
600,?act=community&do=detail&id=549&reg_num=600,Н.Й.Вапцаров -1961,ГРАД МАДЖАРОВО,МАДЖАРОВО,ХАСКОВО
601,?act=community&do=detail&id=550&reg_num=601,Ангел Димитров 1937,ГРАД СЛИВЕН,СЛИВЕН,СЛИВЕН
602,?act=community&do=detail&id=551&reg_num=602,Искра-1944,ГРАД СЛИВЕН,СЛИВЕН,СЛИВЕН
603,?act=community&do=detail&id=552&reg_num=603,Единство 1939,ГРАД СЛИВЕН,СЛИВЕН,СЛИВЕН
